course_id_num,module_id,category_num,start,children
11,9bc4yoavNlSifbTbZjUCdAQenbV5LByB,1,2014-06-16T01:00:00,9kgJcq1xKuGskpwnAA9wBTiQVy2BezUV 3tCdgdlbbE7NrUBbRWZ4zc5TbqyFf0Tn 77iZXfFhh76o85KInNUK6rv2jaaJAwQu NpdCrWffXBUyp9o1unuuJXhuRl9QCffQ hXro2FRvtW5j3e8NIlxnt0KqOpVhYZN3 TNDqqM0IqXNPMrYxMoURFoAcKxIqzPgu wp5USSh9AWeV8nw4Wk7I4Tvlx2SQLJci 
11,1KcQ0YSPih8dCJxia9uRrGylbGPaEsTO,1,2014-07-15T01:00:00,JW0vYCMWYwDVtegR48TbXYycbgzYfuPu w2rvYXi0ibCfdAgWFKsHCixlncGmxSjU 5NQB7kx2I3gnApvucFlend3U8PpeRO3I iqFfcCmY8YZBBoKbxcnwZXJaS7UuvOLE 5MApjd7ZoEAM8y6suqPywvvyWJBQwJqa 
11,EwNhr3X73GNTY20P0JN6AlQndvSuRwhN,1,2014-09-14T06:30:00,d8NoHwcmrtmg6RC2Niqt0GJmkhYKpMBL 110KZff3MmNsiuekKBOmutVR4DYfw4VB HTLXkj3mLKXBaUtn34eYG8aG56Jd86VH 5E6Q0nKJAFsADiv5QRVihd5mvMXHe54u i9Ljgyubq28NxYefMwRmTBj8BVoNBR5M tWRCe8zPJGNd7G2qH7x5K9jWResxJzxf 6mIGGr8UxmtVf9HHdye5jvTGTFGIB3gY UXdyULEoNziIYwkiwiKvo4tr6BBv0d4R 
11,PdIDJgFPNrcCtmegviCbPbzeyoQF0K58,1,2014-07-21T03:00:00,0CFbaO3FzpZIRs8VwzscobdCFEMcUOiM K1vngZJsmEvvRS7oSMtzacuzkCjGDakR XryPIlR6WB08N0yx12Zyc47585StDMf9 BJ72mM6N8k4Sw6uQ0CStXq8GUuOhdnv0 MGihZImWbE6w40zBEAO3lQa8UHKE1df5 IMvzDUMzGHk1X9gbBQh1rM42VBuUewSp 47yPH5zCo7LrWwtDeESA4CiwE2lIIUad ujdwg0ijKOlYv3A16zdBzoRmwdl8hnaV 
11,imDqISq6D3vp4nqjskdKt4XxLvD9AOUd,1,2014-06-30T01:00:00,xGqY2nBihCuZroKZB8i2L674QFWU7YK9 ok6fHyhtwqCQyXOWhdYwyGM8aO7sZrqb Ur6nT6LEvu97KKLdHWP4Pr39KXW3vgay TxXj9I2YFLn2Hj8u1JQs4SWkDj03ShkW fH7SczTyxqowFgH2Kcfc9nE4hwoElZ0h qDPxGTszlxaKXK7XAA1ib4Vd6X6i5e5P b2YnCVqFgvZnnPkSrIRDvKpI6pRoyexB xzphq0KLgk0gjFot5WazPXzU0pqS9lkQ 
11,LHbqwkRX6hEG5rc7z2hNSfpcUSDHLo4m,2,2014-05-26T01:00:00,0lrB7xh60Mnfp83JZY0GbnYiVgQIcdBz lFaL098pNcCMxay4b7YvzwmolqCVT03N 9bc4yoavNlSifbTbZjUCdAQenbV5LByB t62YLbx6JfoGf6znvwn2yvoAkQP47N3O imDqISq6D3vp4nqjskdKt4XxLvD9AOUd W569V82FPFMc3YKyMh7mUoAaiYAESfci 1KcQ0YSPih8dCJxia9uRrGylbGPaEsTO PdIDJgFPNrcCtmegviCbPbzeyoQF0K58 qEdbIFRbbfpjN4tkWOq8kMsxES84yPfy I6LKQXheMldlnI1vCTZBBVq3RxLAOxpE 3fpwAdewUyNZkLToSwy7eWQmmglHzA0G sZheQFLQDOSqmjBA12i2NVVuHTmiLaDm q9vSHnqnL8T6MSYy1QZ1d1v8gb7HqKIc zDoPYVWL0APn1CAim3uMOBoSA6sGt9MZ EwNhr3X73GNTY20P0JN6AlQndvSuRwhN jChJZWA7TPrU7h1y5uZfnwajue9MzGBn 54D4zY2cdRyG83ZfykBka35LzNS04AXi 
11,g0Q3zVjvoz0dyzIsXyQfhX0ebFH0AJ5Y,3,null,
11,4ce8fAjrMeCFTlKZuofQEOaULIdbRAe8,3,null,
11,h1ch77pnXr6XYHCPYxJr5INwsVTtMXlo,4,null,
11,mvpQStOh3NAWL5lbi2QPNGjmUyhjUQNO,4,null,
11,0YtnClw7eYjb0udEXkrjAQxRY1v9lxJ2,4,null,
11,hqINOwgj0k0SdGyQcAejywUCcczZLa6O,4,null,
11,tuDZdrXYmfYyUTk9o4VV3bU6I88AqiiJ,4,null,
11,w7rr3etQTv55jXxNPaOrMOMnPd7Lnib7,4,null,
11,vWL7Cm1K6qVs98rSJ1RtUn3sEJvt0nrh,4,null,
11,rwu7P61ZY6diHNxWKs3zgKaqC5lRUHk7,4,null,
11,aTnZg46nDf1IJWjZU4XQUQU6Wv9K2GgM,4,null,
11,ILJdHKd9sipOVJIPv04tD1xzhHEbljZh,4,null,
11,qkpA8v0LrktnFguz4hqUEgNKVNLxgz3t,4,null,
11,eb4qnBWdXppacCTDJxwizhgIGyXjEIJ5,4,null,
11,p6ZaxyQY57wkUzb5r6xVkOrgd0QOXFsu,4,null,
11,43UviPKQQIGrFo6RbOKQFtZNn8AidYA6,4,null,
11,kYut8KVi9bUfNJfBh7nThxZ7NWClg5KY,4,null,
11,F5Wy6EUeCZmTJDssZyl7J96CetUccZpL,4,null,
11,mq2oOcVUhjfPK82lDdiNy312JszVFIOm,4,null,
11,2IJkG4Uq2mbWBLh1GLufLKwSie3yxUsC,4,null,
11,QxNUNRYAxPyGUYy2JR12DVcripoHsL2d,5,null,
11,XJgPyHHKCy5MfCYi6mA5uMTsv4PoSYU5,6,null,
11,lw0cv1cEZEIwVO993M85JRl5gwSmc2ZL,6,null,
11,KcDFy62vlFh27mN2ME5eiMgazkv7xiEG,6,null,
11,UraoPNrUkUdvdI9cOisWa6B3INuWc5nh,6,null,
11,LKP6B9nmDTP5J9AGmOu0PYFNLekZuIog,6,null,
11,tOGjSHli2ImPvVqDbSapJlWtBpjgNBLW,6,null,
11,HjPDwgKKGYJjuI5a0HCFAL0DtHUem9bW,6,null,
11,QKzz8VLawuczTGaSEu6LvZz4qXCg8S4S,6,null,
11,kUachFA7EtkMbvCoDQcleBmupD8yWMKY,6,null,
11,0n2LW74cyWQJCfxKOcgdw0ZNFagwsNvD,6,null,
11,fHwJClISHfL4gMKnvBD5LcXZoxnSVA0E,6,null,
11,u69delSGVXkJr7EpSNUlZSjYQW9UlBLw,6,null,
11,FmWkl6g4clFpBqNPRarrs0P06kuUXS6k,6,null,
11,RLtRWPQ0juZT22o7YxpXnfcmmHO9fjOt,6,null,
11,t0cG5OGFGrthleIboP6b3CYAAgYhPMsL,6,null,
11,jpPeTFg19J8jIVJcVUz3iFS42jlajWrP,6,null,
11,cQ7NMjwpHVOxkV59F19v5egaKkO3umSP,6,null,
11,odDUXQbmYQGcdApIJQrK58kiwHmgSuNq,6,null,
11,bpVybKJgXz9Xwnje17xCbN7lzvqfkwdm,6,null,
11,9DDxT0ccS55DMrCaBNi73Cc9DQS53sO9,6,null,
11,ctBNT9ffJhhO0SYXO2S7iSWO8JK9m1FH,6,null,
11,OvcS09wkqw9gUFblYMiYfhnf4dll2LUT,6,null,
11,y1TrlFIDtsyx8IydLVyuNcWgfPegxj2H,6,null,
11,IfJUhJXO26vuZH1GQM2G1tX4euMi6dfz,6,null,
11,bY7CWrpNV7Z0RnytOGVKqWcKp7rlWVd0,6,null,
11,rfFfkNfBPHVKCQQaRawYExVGldYDQ4kW,6,null,
11,jKmTCtJ0NyBxQoxggAd6yH2udfg02414,6,null,
11,CdsLvjDoDMluqkLjeptTlnbUK458nYuC,6,null,
11,jo12XEFnWMcM4KTTBdsnuFYsY5lY1Hmb,6,null,
11,gPDs0OUW8kYalh0ttSJtxBVXxmS9uTUM,6,null,
11,pzimOvvbvKZxl4x9qH9idF5gyi72SMdY,6,null,
11,M25IjDTBodCrQIkZ44ToBAvgnQcEKPyu,6,null,
11,gaA9uHF7NMyNcpyY6kWI9ExrKK4hSd5I,6,null,
11,fHt03XuhxlOAJmWoy2LTzMfrT5zxoZnr,6,null,
11,cIY1Azz4wrsIwct9G7zEfuWuteUpaant,6,null,
11,wDmH9Bm2zhRNrOGAsNdbKJ2yEaLvHLxY,6,null,
11,oGFCgcf6ikjsy1UVNW7BsZ7PD5mQJrxu,6,null,
11,lOQ2OwluctQRKaIYHWjeho4ouJa0HJWE,6,null,
11,9ANqp4blKjY2s4EEqC3DVQ67p2FeKQb7,6,null,
11,iuxWAS2mk64zghch7opKbIlk4vAQtd4N,6,null,
11,KDWHbWXC8iDivvabsaiWf7nWO4GuaokK,6,null,
11,fAVJTg1L91tFTCIoufb0Mvgi3EnYB2kW,6,null,
11,IKJlGPIiZTVbSgiVoJzTaaLVqgYLhRRL,6,null,
11,lCZiPqPCZxyHlCLVAh8aNPrxFYSzQjbP,6,null,
11,HyKMLYJbuSEKJWJ4VkX7Vafsml26Ymek,6,null,
11,Vp4YxBgRdLkaIh2LXY8jtHpV7e6FCsrl,6,null,
11,IUe3Nux31oiRn8TiuiVzIBaGJ66SHdFT,6,null,
11,dPWhq3Qkd7UQ3LZAgFW91wyA5H8ANblU,6,null,
11,EK322Z4Ube1TlUQkuOLwa2qjNGjCVpDU,6,null,
11,jRNmkdQ2SCJbwaNg2zFr4pktDPzVNRxo,6,null,
11,SsyWkakE0YByxhcYN1mb0vdm3XVrtbgv,6,null,
11,HNyNvjMVOr0dxedt4R4qxwmn1ANvUcmH,6,null,
11,7RZrTi6YG2ffOm9OB1cAX6yJdRevcMlQ,6,null,
11,OKyPDnKAJmSjta1LmP98P8G2OlxZKPGq,6,null,
11,ACBqKkRlIfuMbkNVGaxVBLka7Xn6X3aP,6,null,
11,BdUxefYtQiLxKQpCvQwwFYsGAyqfopfj,6,null,
11,GWwkSmF7xs2GCnQ2L4v5f9n9jAQEapKZ,6,null,
11,R9H54yQ0oUN1TQFQ5hRMjGkUOtB8Bxpk,6,null,
11,TvLX2259DE6DJJG4QUZHccz7A4vlprNB,6,null,
11,fEaL8hSXdmePaloPZOM3OtPqNwhmd8yV,6,null,
11,JRFysd6LF6xnnHVayy74gGD1vVAOf7oH,6,null,
11,1L8UBM37OEUxe4wUAGcuyNAeZOklbOvQ,6,null,
11,IyrcwaXm6OxqMeRNjfSC4Pd08qCcxoKb,6,null,
11,6dVgdX4lXG5RVHvB4xfTJfunxwPeenGX,6,null,
11,6trTrDHUpR9mHgLWzCAIO7MiqSt6gOzs,6,null,
11,kTmbRTEwhrfy2l8YIlaU70vx8ipgN8FO,6,null,
11,9HhanEKE3nfB5s4LagUKKW2OP53P3u6k,6,null,
11,syjLqEfLFmwFdU0T6wwH9HKQv1mYPf4q,6,null,
11,OPwucAwWb9GUVOG3xZPVIe8nYb3j6PTD,6,null,
11,la04MCD9HxfOFYBVfa4BjtzmIW6jM1Ik,7,null,3Tbg7PvTnJJzdtlGxE15hddfMaVN7Ska 
11,X2rMpSy9lvzEePcRPUXZRrFexnkU1Cmt,7,null,g0dIeHsE4KAC9x2VsXM0tqk8UNPRWBNN 
11,nJiq11cY4D92xzw7dWOYDtY4aHWyUECT,7,null,PDuqFGHm6MPhdSX2SARCC0SNdRIrHjCO 
11,Y7lnTNGcpc3zClpNsgSA4OFv0crKWkIs,7,null,AJUVTByOB2Gvh93eBoSyJs0KA9Zef71M 
11,iobkSlnkHFHMfGsQfOMsKDndiFEC5BA2,7,2014-10-16T01:00:00,xdv45WtMgR0WmgjfSuFrO7hHtqk2u5pN 
11,w2rvYXi0ibCfdAgWFKsHCixlncGmxSjU,7,null,Q2hfEII8XWWYU95QsgUsTD1GZDplNeKY 
11,5NQB7kx2I3gnApvucFlend3U8PpeRO3I,7,2014-07-15T01:00:00,E05svVlFPCrDu2P5CqgJEL9743KC3gKZ 
11,aPX7zs9ZHQAKIOOZuctOByNugI7nVmHK,7,null,JNxAYwZtmzH8fqDOonkuCOXHkyv05gWi 
11,dSSUM9U4dfS9p0zy8GkhLT28jWrogoUt,7,2014-08-04T01:00:00,qFlRn1tyeBjPn2nZF5mj0kVc4twjBv6N u5fcmy0LTYLvN0DOQ8CSBdvOCUeybjq5 uMHSGXFdrPP64jW0w3fabWD2dIrVb5kX 
11,IbfNSsf1r5I5uzwijujWen3nbuAoiDYR,7,null,ElZxXnLG5WLLw1DXxx0hBWmF4wO1IXeX 
11,nQZ5JRSJDlJ0XmlkYykP7iWt748Hp5uQ,7,null,FO8ZAgUSkvnHr15eskZPqhHnm12KmTAn 
11,8z724RQsocJ9SeLYvsFHpQT3g3oGHtl4,7,null,vTDOqlpeomzOctsNrJjX8YfXWmCtiYjg 
11,lEclrvAiMw6bZux1hsGJB4DpFB4GpfoX,7,null,CU15zIsXZ0dbkWBQEtruMfPYehrx5DVs f9BnfejtVPAy7w1WB2l0UMP2wwkwR1CW RVRaewB5vLp9CsK5Tb7RU1o3lryRullL 
11,p1VJppffhgiWRSnf77spMRrwlcnJWG8c,7,null,a3NofHir6djbdDRoP1wOath9yFVw4iWX 
11,K1vngZJsmEvvRS7oSMtzacuzkCjGDakR,7,null,FaaNOFMS2rcpTrcWwDg8gMLD6fuGvq77 
11,47yPH5zCo7LrWwtDeESA4CiwE2lIIUad,7,2014-07-21T03:00:00,XZkuKguoFiKk3hBo4JdHyCRwr2IAAp1A A53fda69SJZoVpRBgkSwJOEqu35Gjk9k OCSSdItx6ET891UpM3pJArDxG0plzfvX 
11,JGlvuUfdHcMgNoPo9DoxjOaHlcKeAKYq,7,null,xZH3Og4SJcWZ7L0wLkxXMH9dqViZnD75 
11,MGihZImWbE6w40zBEAO3lQa8UHKE1df5,7,null,M6MJGzAsZOc8jyBtLgAoQrXb37jR02DF 
11,ujdwg0ijKOlYv3A16zdBzoRmwdl8hnaV,7,null,hEggKCLehQLe9jGxfLa8iNzllzDQyfN8 HWL1BfJ9yWG31P8lQ46zfz6KHzTUDJsT 64cBIlZ8PIZP53Zsyyzrv1YhqDmaVneD 
11,HTLXkj3mLKXBaUtn34eYG8aG56Jd86VH,7,null,2uM3WT5vtwwa6kGz1A1OpvzDzhWxYdTp 
11,YxCLDt6pXEMQHwgRlcWTKF6L39KFfw8W,7,null,ChVgdrAbfBcWZzvmDi0w0jkUvMlLwx9P 3EPDuG1GLFSTLobx9XV4aR8sLw8gLxTi jfJJJwekFqcWGlHuPQbz6Ar32TtSxBut Bs9GKuEPYDXouJDrx5KXYGfKsCQW6XBy 
11,8u4PaPNvjqjSf6yOaJyAUVsP6pgKduZI,7,null,2V6lGG8jdg0I9h9VPNLJLDjy95rvlZxm 
11,77iZXfFhh76o85KInNUK6rv2jaaJAwQu,7,null,3wte2rILbDBgBFh5ssz87SPDAX1p2wnN 
11,cDDoHe9IaTBOf6O5pnlxVPWSWLYTmPF6,7,null,Ji4uILn6BuJkAdOl1Fm1iX6sPjENhCPm 
11,xzphq0KLgk0gjFot5WazPXzU0pqS9lkQ,7,2014-06-30T01:00:00,cvgRSzTHT7KsZ8GaAbozcs4ZEau1KxJQ 81nt47QcHOUucM369G0XFjLM4X8LvXRa 7s5ffzpSjUT31G1Ptp3GoSjoh46cEbhu 
11,BwzdIXu36vQBHVBs910X7zTCmtyxRo1Z,7,null,umoFVpVaV5PKOIwvRQxSgJ4srqjdAAYR 
11,5MApjd7ZoEAM8y6suqPywvvyWJBQwJqa,7,2014-07-15T01:00:00,wuM24PV5HQwtrgWVo34OQ9uVHVuiJluR R1p3iHsbE7BqmHBZJsOjlUn68pekSXlu 4bb2m9kD2zf9ZJxZc9ip7QhJWkZZ25kr 
11,nuBUIBfqJAUwXz015YdCYF0ehVG0ai2j,7,null,6cdJiDo8aiD3QWakxVoTSrrfKYyyW0XD 
11,BJ72mM6N8k4Sw6uQ0CStXq8GUuOhdnv0,7,null,Y40h3o4PZfMKvvKSFg5em7kcuAQppXdE 
11,Nmmj1hWfzIuT4Jz60CRnIf42kpJlvCYE,7,null,UjsrjM6zN46xD2wJAWQV25foi64FHojG 
11,yIrc1Kx6gATUc1TntXGsFCdxPoVAQ5ke,7,null,PD9130T5iq7g7L7BVdCNP3MeZ2K19VeT 
11,110KZff3MmNsiuekKBOmutVR4DYfw4VB,7,null,7wWOJmTDIjRaHBa2W58CKFKiw9wnXpeY 
11,R5sk309ofT3YgvK23sAWDgHhSds15NNP,7,null,62nqz3qYzInfQPHyglTZ501Rz8cxLDaL ifX5nOvJvD9JIoncrPyQBS4gDokWYTyI rr0YlWl2EiwiJW1vgNYxg8WdwyLuMFUl 
11,UXdyULEoNziIYwkiwiKvo4tr6BBv0d4R,7,2014-09-15T01:00:00,dqGAPctV5kxRcbr0LBBHaQQzSl0VX2IF 2lFaK5uEKiCIeI8plcfnaFvg9S3hcyW9 yhCcCiZ8zhQy0WeKACoCNwUW049nUXbe 
11,U0AoQ19GwH4IJTelIUpSGKsWrz3sI439,7,2014-05-25T16:00:00,WY7uEq0ppNGBkedAXsIP20yCaIlCRStd lE3jqlvIwFXnE2JHzAE2hdKtnhNvoiZp ZueYAf6WxeBlCKT8aoPz2ShvIDr7e58j 5JMA1KED8ntyQGkkXM2qRFtIWZiuWTT2 JuXFHcNRwW4IV1YOP3nTWTagizhfJltt Dc2A4VTzWTEKmwI2IVPdohWpDVSZHp5a 
11,3tCdgdlbbE7NrUBbRWZ4zc5TbqyFf0Tn,7,null,UivzzQzctavROYDwwpa4kvoYK9xCDV7e 
11,5E6Q0nKJAFsADiv5QRVihd5mvMXHe54u,7,null,L5KbDJhY8oG34I1NjLH9S7NHmFnGI2P0 
11,uVX4q1jAF5ybEq4638AXWwkItP6fuEIw,7,null,M5JmBFntqJoccdOE8sCkFmrJvDwaqTTr J12aX1roXsnk5LFFT7hUB6RyJyjDAdMi zl4SOcVhhCUIWCb7LYGVot2dL5UissIC BqisJut6LJRG0Mv9ZTLIMeAU4yl9392w yTgLBsrL3IqaB0r05mcI6fhkV6JqI92n 
11,BQwyoC91TNPuEBNf6gt9lHRXU5tx0ROC,7,null,RgqHaX1ADVcSxMocMrDHamtS9Up0JcRA 
11,fZ32UPUvph4rSNeqRailjvPHusIIVT0F,7,null,Xm2LKFLBQ0Z2lpQ5Owki3pTN7Ov8mBm3 
11,IMvzDUMzGHk1X9gbBQh1rM42VBuUewSp,7,null,ruwKjgQOdMjwbyRzCvr4K1zZzsh0C59j 
11,Wrf9dppKhwGjplefC5GGJAkITp5tlkBv,7,null,TYktP5W3NrFyxVna5yjXuS5KMtWmoz4Z 
11,xGqY2nBihCuZroKZB8i2L674QFWU7YK9,7,2014-06-30T01:00:00,O5bakrHJGxBACEULAk4J0dseVXRD8i5w 
11,XryPIlR6WB08N0yx12Zyc47585StDMf9,7,null,PwachI040PJCTrM0WMd9c3PVakOSLeQY 
11,TNDqqM0IqXNPMrYxMoURFoAcKxIqzPgu,7,2014-06-16T01:00:00,LhzbSaqRi110kIVNlVmmD8HUkQTKLdNr 9S6fmRAnUYJ5Q6H7twHHNjqwtegSErrz LeD9USD8QwD8puzT3kbdfpZT4zJboHSj 
11,wq9HGmGdGoXFRgp4KQzo7WD8RSwwckZL,7,null,YyEr1N2USOzfXr7zfM1hkeOLLLqGM6oq 
11,TxXj9I2YFLn2Hj8u1JQs4SWkDj03ShkW,7,null,S9j0MCO7oiF29E9hTffi0pOrD3xO7l6i 
11,5pjnL9wgKcZ2fI8ezgs1H9W39CpjxWij,7,2014-07-28T01:00:00,ExQSP7Rmu37IPGjqLa77c7TiDtOcXnXp bwsV6LwGXYK3M9Pouo8vTESuS519lAoo dyAiamRrObCv472LcqLb0ljqIjIvz9MU 
11,i7ZMFrfn2RmgiWvYvo6x34nC5grwiVNQ,7,null,qPeHugzXI5sMwBogE4DrHrMvFePJjrLx 
11,9amIcI4QtFFMu3p7lFnf03mdlPLnN4C1,7,null,E2d0uNmmg4rq0DtIqYg66L8xhp32p2CD 
11,ClbOOMNGNUi9I4en3jEEcuXk21PKiAwI,7,null,jGTQzkMYRVeJ9AOETZf0aM5jkadERUHP 
11,DlNh6XOYtoaW8jXBzkwCaaCRIQhojvnK,7,null,zriIkWl8ELJCTTci1tqPHgVFHZrePQwk 
11,1xc3bbHGup1IWMQHPWiqyMmjUIzj0a3c,7,null,wceFbdhL7DEPl3PyM06auc2z4qqvQxhz 
11,fH7SczTyxqowFgH2Kcfc9nE4hwoElZ0h,7,null,nUZidFEltYEkOrKSq2eQbGFbozQGqCXJ 
11,1wZB5J60Cnyg6CuNcAoP95tVMzuHoVKF,7,null,iHxL6t61FXczIcbaKy220SI6rzpJL0OT 
11,r3fv5rVi1V2Pqsc5vNNsu72Ly3tTlRve,7,null,QvbFTl6nWGcks1CJKZsKqvEcauXkbeZI 
11,YMyhoOffHMcs4Hwrviwo3FhuGYkG0oTh,7,null,ql7zkgtrcLTiezLZT8kyMSZwmXA5ru9P LiV7oVQ7hL4rYwAXD1XYOlhlcILe1VXc ReH4kwWBSPqFlCpSoV1ct70mfJMhxtZG 
11,wp5USSh9AWeV8nw4Wk7I4Tvlx2SQLJci,7,null,e6ZDNVQwZw2x9gTII2ow0Zv2RDLIlHkl 1Zppj4Aen6tr8TQ2TI4nfWbUW25N8WRt TAfLtu8fZcONKNsBHhNr7BEc1QTjSrMf zTj1cydEpSTeckvk77dcTr3mZMkwBoUo 
11,AwIgkO1ErK85tloXD1AYIO5X7VigHfC5,7,null,9iEvLb2azs3z6hocNmMrLD07epVcxFiL 
11,IeOtICLticIkr0jFzp2AhwfreD4AYwiP,7,2014-06-02T01:00:00,vX8NLxpB2V3JF51bwbaS6bl4nPi2oGgo 28TwNCbOxHJW2Ks3ES48W432TYPNDlpZ 
11,YwpRsHvwZn5TRNWBDFiw7bNcol5QdCOw,7,2014-06-02T01:00:00,HuUqJHkvthl6RuuVr8IypPFZuvJzMuK7 6ac6JX0B2zvjL5JAAquYCPCWBs4OBJYo VLfEHEsFbgw28nLIA7ckCo4j6enSwEyU 
11,VlAWsbebHxzlHIZZnQZe1M7nteLy8L3J,7,null,hHSfe5PK8xe2A6SLQNXl8eJFogXEyWtT 
11,S0J3yBalja0j8xUyq70LaYTTyzWRsncU,7,null,0l9tHA8v993AcgkilRROfTzAlNVcCFoC 
11,NpdCrWffXBUyp9o1unuuJXhuRl9QCffQ,7,null,RkcawAFC7m5TBgs2Q1DTI0IEBEcuf8uN 
11,Ur6nT6LEvu97KKLdHWP4Pr39KXW3vgay,7,null,LUzkWmU5ub3SleyYP4xrBT6vNcIqiXEh 
11,9kgJcq1xKuGskpwnAA9wBTiQVy2BezUV,7,null,xEHAuLFRPMO8TZ8Jti69m4fg8MDTffmw 
