course_id,module_id,category,children,start
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4ce8fAjrMeCFTlKZuofQEOaULIdbRAe8,course_info,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,h1ch77pnXr6XYHCPYxJr5INwsVTtMXlo,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,mvpQStOh3NAWL5lbi2QPNGjmUyhjUQNO,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0YtnClw7eYjb0udEXkrjAQxRY1v9lxJ2,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,hqINOwgj0k0SdGyQcAejywUCcczZLa6O,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,tuDZdrXYmfYyUTk9o4VV3bU6I88AqiiJ,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,w7rr3etQTv55jXxNPaOrMOMnPd7Lnib7,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,vWL7Cm1K6qVs98rSJ1RtUn3sEJvt0nrh,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,rwu7P61ZY6diHNxWKs3zgKaqC5lRUHk7,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,aTnZg46nDf1IJWjZU4XQUQU6Wv9K2GgM,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ILJdHKd9sipOVJIPv04tD1xzhHEbljZh,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,qkpA8v0LrktnFguz4hqUEgNKVNLxgz3t,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,eb4qnBWdXppacCTDJxwizhgIGyXjEIJ5,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,p6ZaxyQY57wkUzb5r6xVkOrgd0QOXFsu,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,43UviPKQQIGrFo6RbOKQFtZNn8AidYA6,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kYut8KVi9bUfNJfBh7nThxZ7NWClg5KY,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,F5Wy6EUeCZmTJDssZyl7J96CetUccZpL,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,mq2oOcVUhjfPK82lDdiNy312JszVFIOm,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2IJkG4Uq2mbWBLh1GLufLKwSie3yxUsC,html,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,QxNUNRYAxPyGUYy2JR12DVcripoHsL2d,outlink,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,XJgPyHHKCy5MfCYi6mA5uMTsv4PoSYU5,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,lw0cv1cEZEIwVO993M85JRl5gwSmc2ZL,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,KcDFy62vlFh27mN2ME5eiMgazkv7xiEG,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,UraoPNrUkUdvdI9cOisWa6B3INuWc5nh,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,LKP6B9nmDTP5J9AGmOu0PYFNLekZuIog,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,tOGjSHli2ImPvVqDbSapJlWtBpjgNBLW,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,HjPDwgKKGYJjuI5a0HCFAL0DtHUem9bW,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,QKzz8VLawuczTGaSEu6LvZz4qXCg8S4S,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kUachFA7EtkMbvCoDQcleBmupD8yWMKY,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0n2LW74cyWQJCfxKOcgdw0ZNFagwsNvD,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,fHwJClISHfL4gMKnvBD5LcXZoxnSVA0E,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,u69delSGVXkJr7EpSNUlZSjYQW9UlBLw,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,FmWkl6g4clFpBqNPRarrs0P06kuUXS6k,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,RLtRWPQ0juZT22o7YxpXnfcmmHO9fjOt,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,t0cG5OGFGrthleIboP6b3CYAAgYhPMsL,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jpPeTFg19J8jIVJcVUz3iFS42jlajWrP,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,cQ7NMjwpHVOxkV59F19v5egaKkO3umSP,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,odDUXQbmYQGcdApIJQrK58kiwHmgSuNq,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,bpVybKJgXz9Xwnje17xCbN7lzvqfkwdm,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9DDxT0ccS55DMrCaBNi73Cc9DQS53sO9,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ctBNT9ffJhhO0SYXO2S7iSWO8JK9m1FH,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,OvcS09wkqw9gUFblYMiYfhnf4dll2LUT,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,y1TrlFIDtsyx8IydLVyuNcWgfPegxj2H,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,IfJUhJXO26vuZH1GQM2G1tX4euMi6dfz,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,bY7CWrpNV7Z0RnytOGVKqWcKp7rlWVd0,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,rfFfkNfBPHVKCQQaRawYExVGldYDQ4kW,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jKmTCtJ0NyBxQoxggAd6yH2udfg02414,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,CdsLvjDoDMluqkLjeptTlnbUK458nYuC,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jo12XEFnWMcM4KTTBdsnuFYsY5lY1Hmb,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,gPDs0OUW8kYalh0ttSJtxBVXxmS9uTUM,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,pzimOvvbvKZxl4x9qH9idF5gyi72SMdY,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,M25IjDTBodCrQIkZ44ToBAvgnQcEKPyu,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,gaA9uHF7NMyNcpyY6kWI9ExrKK4hSd5I,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,fHt03XuhxlOAJmWoy2LTzMfrT5zxoZnr,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,cIY1Azz4wrsIwct9G7zEfuWuteUpaant,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,wDmH9Bm2zhRNrOGAsNdbKJ2yEaLvHLxY,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,oGFCgcf6ikjsy1UVNW7BsZ7PD5mQJrxu,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,lOQ2OwluctQRKaIYHWjeho4ouJa0HJWE,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9ANqp4blKjY2s4EEqC3DVQ67p2FeKQb7,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,iuxWAS2mk64zghch7opKbIlk4vAQtd4N,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,KDWHbWXC8iDivvabsaiWf7nWO4GuaokK,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,fAVJTg1L91tFTCIoufb0Mvgi3EnYB2kW,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,IKJlGPIiZTVbSgiVoJzTaaLVqgYLhRRL,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,lCZiPqPCZxyHlCLVAh8aNPrxFYSzQjbP,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,HyKMLYJbuSEKJWJ4VkX7Vafsml26Ymek,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Vp4YxBgRdLkaIh2LXY8jtHpV7e6FCsrl,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,IUe3Nux31oiRn8TiuiVzIBaGJ66SHdFT,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,dPWhq3Qkd7UQ3LZAgFW91wyA5H8ANblU,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,EK322Z4Ube1TlUQkuOLwa2qjNGjCVpDU,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jRNmkdQ2SCJbwaNg2zFr4pktDPzVNRxo,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,SsyWkakE0YByxhcYN1mb0vdm3XVrtbgv,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,HNyNvjMVOr0dxedt4R4qxwmn1ANvUcmH,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7RZrTi6YG2ffOm9OB1cAX6yJdRevcMlQ,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,OKyPDnKAJmSjta1LmP98P8G2OlxZKPGq,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ACBqKkRlIfuMbkNVGaxVBLka7Xn6X3aP,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,BdUxefYtQiLxKQpCvQwwFYsGAyqfopfj,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,GWwkSmF7xs2GCnQ2L4v5f9n9jAQEapKZ,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,R9H54yQ0oUN1TQFQ5hRMjGkUOtB8Bxpk,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,TvLX2259DE6DJJG4QUZHccz7A4vlprNB,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,fEaL8hSXdmePaloPZOM3OtPqNwhmd8yV,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,JRFysd6LF6xnnHVayy74gGD1vVAOf7oH,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1L8UBM37OEUxe4wUAGcuyNAeZOklbOvQ,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,IyrcwaXm6OxqMeRNjfSC4Pd08qCcxoKb,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6dVgdX4lXG5RVHvB4xfTJfunxwPeenGX,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6trTrDHUpR9mHgLWzCAIO7MiqSt6gOzs,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kTmbRTEwhrfy2l8YIlaU70vx8ipgN8FO,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9HhanEKE3nfB5s4LagUKKW2OP53P3u6k,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,syjLqEfLFmwFdU0T6wwH9HKQv1mYPf4q,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,OPwucAwWb9GUVOG3xZPVIe8nYb3j6PTD,problem,,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,la04MCD9HxfOFYBVfa4BjtzmIW6jM1Ik,sequential,3Tbg7PvTnJJzdtlGxE15hddfMaVN7Ska ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,X2rMpSy9lvzEePcRPUXZRrFexnkU1Cmt,sequential,g0dIeHsE4KAC9x2VsXM0tqk8UNPRWBNN ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,nJiq11cY4D92xzw7dWOYDtY4aHWyUECT,sequential,PDuqFGHm6MPhdSX2SARCC0SNdRIrHjCO ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Y7lnTNGcpc3zClpNsgSA4OFv0crKWkIs,sequential,AJUVTByOB2Gvh93eBoSyJs0KA9Zef71M ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,iobkSlnkHFHMfGsQfOMsKDndiFEC5BA2,sequential,xdv45WtMgR0WmgjfSuFrO7hHtqk2u5pN ,2014-10-16T01:00:00
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,w2rvYXi0ibCfdAgWFKsHCixlncGmxSjU,sequential,Q2hfEII8XWWYU95QsgUsTD1GZDplNeKY ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5NQB7kx2I3gnApvucFlend3U8PpeRO3I,sequential,E05svVlFPCrDu2P5CqgJEL9743KC3gKZ ,2014-07-15T01:00:00
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,aPX7zs9ZHQAKIOOZuctOByNugI7nVmHK,sequential,JNxAYwZtmzH8fqDOonkuCOXHkyv05gWi ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,dSSUM9U4dfS9p0zy8GkhLT28jWrogoUt,sequential,qFlRn1tyeBjPn2nZF5mj0kVc4twjBv6N u5fcmy0LTYLvN0DOQ8CSBdvOCUeybjq5 uMHSGXFdrPP64jW0w3fabWD2dIrVb5kX ,2014-08-04T01:00:00
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,IbfNSsf1r5I5uzwijujWen3nbuAoiDYR,sequential,ElZxXnLG5WLLw1DXxx0hBWmF4wO1IXeX ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,nQZ5JRSJDlJ0XmlkYykP7iWt748Hp5uQ,sequential,FO8ZAgUSkvnHr15eskZPqhHnm12KmTAn ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8z724RQsocJ9SeLYvsFHpQT3g3oGHtl4,sequential,vTDOqlpeomzOctsNrJjX8YfXWmCtiYjg ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,lEclrvAiMw6bZux1hsGJB4DpFB4GpfoX,sequential,CU15zIsXZ0dbkWBQEtruMfPYehrx5DVs f9BnfejtVPAy7w1WB2l0UMP2wwkwR1CW RVRaewB5vLp9CsK5Tb7RU1o3lryRullL ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,p1VJppffhgiWRSnf77spMRrwlcnJWG8c,sequential,a3NofHir6djbdDRoP1wOath9yFVw4iWX ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,K1vngZJsmEvvRS7oSMtzacuzkCjGDakR,sequential,FaaNOFMS2rcpTrcWwDg8gMLD6fuGvq77 ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,47yPH5zCo7LrWwtDeESA4CiwE2lIIUad,sequential,XZkuKguoFiKk3hBo4JdHyCRwr2IAAp1A A53fda69SJZoVpRBgkSwJOEqu35Gjk9k OCSSdItx6ET891UpM3pJArDxG0plzfvX ,2014-07-21T03:00:00
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,JGlvuUfdHcMgNoPo9DoxjOaHlcKeAKYq,sequential,xZH3Og4SJcWZ7L0wLkxXMH9dqViZnD75 ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,MGihZImWbE6w40zBEAO3lQa8UHKE1df5,sequential,M6MJGzAsZOc8jyBtLgAoQrXb37jR02DF ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ujdwg0ijKOlYv3A16zdBzoRmwdl8hnaV,sequential,hEggKCLehQLe9jGxfLa8iNzllzDQyfN8 HWL1BfJ9yWG31P8lQ46zfz6KHzTUDJsT 64cBIlZ8PIZP53Zsyyzrv1YhqDmaVneD ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,HTLXkj3mLKXBaUtn34eYG8aG56Jd86VH,sequential,2uM3WT5vtwwa6kGz1A1OpvzDzhWxYdTp ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,YxCLDt6pXEMQHwgRlcWTKF6L39KFfw8W,sequential,ChVgdrAbfBcWZzvmDi0w0jkUvMlLwx9P 3EPDuG1GLFSTLobx9XV4aR8sLw8gLxTi jfJJJwekFqcWGlHuPQbz6Ar32TtSxBut Bs9GKuEPYDXouJDrx5KXYGfKsCQW6XBy ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8u4PaPNvjqjSf6yOaJyAUVsP6pgKduZI,sequential,2V6lGG8jdg0I9h9VPNLJLDjy95rvlZxm ,null
SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,77iZXfFhh76o85KInNUK6rv2jaaJAwQu,sequential,3wte2rILbDBgBFh5ssz87SPDAX1p2wnN ,null
